Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2," Passivo Total "," 74612666 "," 64764475 "
2.01," Passivo Circulante "," 14041043 "," 11589655 "
2.01.01," Obrigações Sociais e Trabalhistas "," "," "
2.01.01.01," Obrigações Sociais "," "," "
2.01.01.02," Obrigações Trabalhistas "," "," "
2.01.02," Fornecedores "," 8017140 "," 5437991 "
2.01.02.01," Fornecedores Nacionais "," "," "
2.01.02.02," Fornecedores Estrangeiros "," "," "
2.01.03," Obrigações Fiscais "," 1411714 "," 1486990 "
2.01.03.01," Obrigações Fiscais Federais "," 1411714 "," 1486990 "
2.01.03.01.01," Imposto de Renda e Contribuição Social a Pagar "," "," "
2.01.03.01.02," Impostos e contribuições sociais a recolher "," 548573 "," 609188 "
2.01.03.01.03," Imposto de renda/contribuição social a recolher "," 863141 "," 877802 "
2.01.03.02," Obrigações Fiscais Estaduais "," "," "
2.01.03.03," Obrigações Fiscais Municipais "," "," "
2.01.04," Empréstimos e Financiamentos "," 1766493 "," 1431506 "
2.01.04.01," Empréstimos e Financiamentos "," 234537 "," 1424043 "
2.01.04.01.01," Em Moeda Nacional "," "," "
2.01.04.01.02," Em Moeda Estrangeira "," "," "
2.01.04.02," Debêntures "," 1531956 "," 7463 "
2.01.04.02.01," Empréstimos e Financiamentos "," "," "
2.01.04.02.02," Debêntures "," "," "
2.01.04.03," Financiamento por Arrendamento "," "," "
2.01.05," Outras Obrigações "," 2613946 "," 3106968 "
2.01.05.01," Passivos com Partes Relacionadas "," "," "
2.01.05.01.01," Débitos com Coligadas "," "," "
2.01.05.01.03," Débitos com Controladores "," "," "
2.01.05.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.01.05.02," Outros "," 2613946 "," 3106968 "
2.01.05.02.01," Dividendos e JCP a Pagar "," "," "
2.01.05.02.02," Dividendo Mínimo Obrigatório a Pagar "," "," "
2.01.05.02.03," Obrigações por Pagamentos Baseados em Ações "," "," "
2.01.05.02.04," Outros passivos circulantes "," 1092122 "," 812419 "
2.01.05.02.05," Salários a pagar "," 1201241 "," 592545 "
2.01.05.02.06," Arrendamento mercantil a pagar "," 275086 "," 231703 "
2.01.05.02.07," Obrigações com FIDC "," 45497 "," 944513 "
2.01.05.02.08," Dividendos a pagar "," 0 "," 524817 "
2.01.05.02.09," Valor justo de derivativos "," 0 "," 971 "
2.01.06," Provisões "," 231750 "," 126200 "
2.01.06.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," 39 "," 208 "
2.01.06.01.01," Provisões Fiscais "," "," "
2.01.06.01.02," Provisões Previdenciárias e Trabalhistas "," "," "
2.01.06.01.03," Provisões para Benefícios a Empregados "," 39 "," 208 "
2.01.06.01.04," Provisões Cíveis "," "," "
2.01.06.02," Outras Provisões "," 231711 "," 125992 "
2.01.06.02.01," Provisões para Garantias "," "," "
