Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2," Passivo Total "," 8031764 "," 4814586 "
2.01," Passivo Circulante "," 4291317 "," 1277051 "
2.01.01," Obrigações Sociais e Trabalhistas "," 171375 "," 116998 "
2.01.01.01," Obrigações Sociais "," 13436 "," 11818 "
2.01.01.02," Obrigações Trabalhistas "," 157939 "," 105180 "
2.01.02," Fornecedores "," 643731 "," 464458 "
2.01.02.01," Fornecedores Nacionais "," 457824 "," 272614 "
2.01.02.02," Fornecedores Estrangeiros "," 185907 "," 191844 "
2.01.03," Obrigações Fiscais "," 36438 "," 39214 "
2.01.03.01," Obrigações Fiscais Federais "," 36438 "," 37924 "
2.01.03.01.01," Imposto de Renda e Contribuição Social a Pagar "," 10644 "," 7908 "
2.01.03.01.02," Outras Obrigações Fiscais "," 25794 "," 30016 "
2.01.03.02," Obrigações Fiscais Estaduais "," 0 "," 1290 "
2.01.03.03," Obrigações Fiscais Municipais "," "," "
2.01.04," Empréstimos e Financiamentos "," 107895 "," 139989 "
2.01.04.01," Empréstimos e Financiamentos "," 107895 "," 139989 "
2.01.04.01.01," Em Moeda Nacional "," 81512 "," 71835 "
2.01.04.01.02," Em Moeda Estrangeira "," 26383 "," 68154 "
2.01.04.02," Debêntures "," "," "
2.01.04.03," Financiamento por Arrendamento "," "," "
2.01.05," Outras Obrigações "," 2972422 "," 502156 "
2.01.05.01," Passivos com Partes Relacionadas "," "," "
2.01.05.01.01," Débitos com Coligadas "," "," "
2.01.05.01.03," Débitos com Controladores "," "," "
2.01.05.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.01.05.02," Outros "," 2972422 "," 502156 "
2.01.05.02.01," Dividendos e JCP a Pagar "," 91755 "," 1933 "
2.01.05.02.02," Dividendo Mínimo Obrigatório a Pagar "," "," "
2.01.05.02.03," Obrigações por Pagamentos Baseados em Ações "," "," "
2.01.05.02.04," Obrigações Negociadas de Controladas "," "," "
2.01.05.02.05," Perdas não Realizadas em Operações com Derivativos "," 0 "," 1395 "
2.01.05.02.06," Provisões e Outras Obrigações "," 150963 "," 223603 "
2.01.05.02.07," Passivo de Arrendamento IFRS 16 "," 34564 "," 47402 "
2.01.05.02.08," Risco Sacado "," 236651 "," 218264 "
