Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 87902 "," 77333 "," 67950 "
3.01.01," Aluguel de imóveis próprios "," 99520 "," 83572 "," 74810 "
3.01.02," Taxa de administração "," 3503 "," 3384 "," 929 "
3.01.03," Deduções da Receita "," -17698 "," -12517 "," -7795 "
3.01.04," Outras receitas "," 2577 "," 2894 "," 6 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -14049 "," -11965 "," -7544 "
3.03," Resultado Bruto "," 73853 "," 65368 "," 60406 "
3.04," Despesas/Receitas Operacionais "," 235687 "," 22070 "," 263807 "
3.04.01," Despesas com Vendas "," -1287 "," -687 "," -1709 "
3.04.02," Despesas Gerais e Administrativas "," 242088 "," 8179 "," 188389 "
3.04.02.01," Despesas Gerais e Administrativas "," -26842 "," -25668 "," -14294 "
3.04.02.02," Despesas tributárias "," -1864 "," -837 "," -859 "
3.04.02.03," Outras despesas e receitas "," 17755 "," -3227 "," 10086 "
3.04.02.04," Variação do valor justo de propriedades para investimento "," 253039 "," 37911 "," 193456 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," -5114 "," 14578 "," 77127 "
3.04.06.01," Equivalência Patrimonial "," -5114 "," 14578 "," 77127 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 309540 "," 87438 "," 324213 "
3.06," Resultado Financeiro "," -99191 "," -70229 "," -46961 "
3.06.01," Receitas Financeiras "," 24245 "," 4814 "," 7222 "
3.06.02," Despesas Financeiras "," -123436 "," -75043 "," -54183 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 210349 "," 17209 "," 277252 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -29870 "," -44606 "," 1243 "
3.08.01," Corrente "," -2158 "," -1469 "," -6890 "
3.08.02," Diferido "," -27712 "," -43137 "," 8133 "
3.09," Resultado Líquido das Operações Continuadas "," 180479 "," -27397 "," 278495 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 180479 "," -27397 "," 278495 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 156163 "," -20796 "," 193940 "
3.11.02," Atribuído a Sócios Não Controladores "," 24316 "," -6601 "," 84555 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 1.51337 "," -0.31999 "," 1.03050 "
3.99.01.02," PN "," "," "," "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 1.51337 "," -0.31999 "," 1.03050 "
3.99.02.02," PN "," "," "," "
