Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 11833 "," 9976 "," 10343 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -8498 "," -6922 "," -7716 "
3.03," Resultado Bruto "," 3335 "," 3054 "," 2627 "
3.04," Despesas/Receitas Operacionais "," -3640 "," -3360 "," -3853 "
3.04.01," Despesas com Vendas "," -498 "," -591 "," -731 "
3.04.02," Despesas Gerais e Administrativas "," -2947 "," -2546 "," -2859 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 0 "," 0 "," 5 "
3.04.05," Outras Despesas Operacionais "," -195 "," -223 "," -268 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," -305 "," -306 "," -1226 "
3.06," Resultado Financeiro "," 1053 "," 332 "," 805 "
3.06.01," Receitas Financeiras "," 1058 "," 357 "," 813 "
3.06.02," Despesas Financeiras "," -5 "," -25 "," -8 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 748 "," 26 "," -421 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -141 "," -10 "," 0 "
3.08.01," Corrente "," -141 "," -10 "," 0 "
3.08.02," Diferido "," "," "," "
3.09," Resultado Líquido das Operações Continuadas "," 607 "," 16 "," -421 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 607 "," 16 "," -421 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.27968 "," 0.03223 "," 0.00000 "
3.99.01.02," PNA "," 2.68104 "," 0.07063 "," 0.00000 "
3.99.01.03," PNB "," 1.12749 "," 0.02970 "," 0.00000 "
3.99.01.04," PNC "," 0.61448 "," 0.01619 "," 0.00000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.27968 "," 0.03223 "," 0.00000 "
3.99.02.02," PNA "," 2.68140 "," 0.07063 "," 0.00000 "
3.99.02.03," PNB "," 1.12749 "," 0.02970 "," 0.00000 "
3.99.02.04," PNC "," 0.61448 "," 0.01619 "," 0.00000 "
