Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 1090333 "," 1037347 "," 1138289 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -313552 "," -341240 "," -475570 "
3.03," Resultado Bruto "," 776781 "," 696107 "," 662719 "
3.04," Despesas/Receitas Operacionais "," -69402 "," -52957 "," -41942 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -69392 "," -52927 "," -43637 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," -10 "," -30 "," 1695 "
3.04.05.01," Outros Despesas/Receitas Liquidas "," -10 "," -30 "," 1695 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 707379 "," 643150 "," 620777 "
3.06," Resultado Financeiro "," -157044 "," -84084 "," -70872 "
3.06.01," Receitas Financeiras "," 40668 "," 14709 "," 35704 "
3.06.02," Despesas Financeiras "," -197712 "," -98793 "," -106576 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 550335 "," 559066 "," 549905 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -180615 "," -183584 "," -178073 "
3.08.01," Corrente "," -175120 "," -180809 "," -176688 "
3.08.02," Diferido "," -5495 "," -2775 "," -1385 "
3.09," Resultado Líquido das Operações Continuadas "," 369720 "," 375482 "," 371832 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 369720 "," 375482 "," 371832 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 1.36738 "," 1.38869 "," 1.37519 "
3.99.02," Lucro Diluído por Ação "," "," "," "
