Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receitas de Intermediação Financeira "," 1290395 "," 1352917 "," 1401154 "
3.02," Despesas de Intermediação Financeira "," -519423 "," -423964 "," -547546 "
3.03," Resultado Bruto de Intermediação Financeira "," 770972 "," 928953 "," 853608 "
3.04," Outras Despesas e Receitas Operacionais "," -478896 "," -724791 "," -537721 "
3.04.01," Despesa de Provisão para Perda Esperada para Risco de Crédito "," "," "," "
3.04.02," Receitas de Prestação de Serviços "," -57008 "," -61500 "," -68121 "
3.04.03," Despesas com Pessoal "," -47356 "," -49213 "," -45307 "
3.04.04," Outras Despesas de Administrativas "," -114938 "," -102680 "," -98855 "
3.04.05," Despesas Tributárias "," "," "," "
3.04.06," Outras Receitas Operacionais "," 26845 "," 24900 "," 29636 "
3.04.06.01," Variações cambiais (líquidas) "," 210 "," 696 "," 931 "
3.04.06.02," Outras receitas (despesas) operacionais "," 24663 "," 22432 "," 24645 "
3.04.06.03," Resultado na alienação de ativos não correntes mantidos para venda não classificados como operações "," 1972 "," 1772 "," 4060 "
3.04.07," Outras Despesas Operacionais "," -286439 "," -536298 "," -355074 "
3.04.07.01," Ganhos (perdas) com ativos e passivos financeiros (líquidos) "," -74001 "," -215844 "," -149848 "
3.04.07.02," Depreciação e amortização "," -1938 "," -1577 "," -1666 "
3.04.07.03," Provisões (líquidas) "," -17347 "," -7483 "," -11396 "
3.04.07.04," Perdas com ativos financeiros (líquidas) "," -193153 "," -311394 "," -192164 "
3.04.08," Resultado da Equivalência Patrimonial "," "," "," "
3.05," Resultado antes dos Tributos sobre o Lucro "," 292076 "," 204162 "," 315887 "
3.06," Imposto de Renda e Contribuição Social sobre o Lucro "," -116884 "," -66187 "," -83455 "
3.06.01," Corrente "," -169408 "," -162463 "," -136456 "
3.06.02," Diferido "," 52524 "," 96276 "," 53001 "
3.07," Lucro ou Prejuízo das Operações Continuadas "," 175192 "," 137975 "," 232432 "
3.08," Resultado Líquido das Operações Descontinuadas "," "," "," "
3.09," Lucro ou Prejuízo antes das Participações e Contribuições Estatutárias "," 175192 "," 137975 "," 232432 "
3.10," Participações nos Lucros e Contribuições Estatutárias "," "," "," "
3.11," Lucro ou Prejuízo Líquido Consolidado do Período "," 175192 "," 137975 "," 232432 "
3.11.01," Atribuído aos Sócios da Empresa Controladora "," 175192 "," 137975 "," 232432 "
3.11.02," Atribuído aos Sócios não Controladores "," "," "," "
3.99," Lucro por Ação (R$/Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.02," Lucro Diluído por Ação "," "," "," "
