Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 266668 "," 196345 "," 53058 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -163.655 "," -120.416 "," -34.114 "
3.03," Resultado Bruto "," 103013 "," 75929 "," 18944 "
3.04," Despesas/Receitas Operacionais "," -118.494 "," -98.925 "," -29.415 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -105.853 "," -79.079 "," -29.491 "
3.04.02.01," Administrativas e Gerais "," -70.027 "," -48.338 "," -13.523 "
3.04.02.02," Despesas com Pessoal "," -35.826 "," -30.741 "," -15.968 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," -2.047 "," -6.389 "," -346 "
3.04.03.01," Perda por redução ao valor recuperável de contas "," -2.047 "," -6.389 "," -346 "
3.04.04," Outras Receitas Operacionais "," 3287 "," 37182 "," 4314 "
3.04.05," Outras Despesas Operacionais "," -12.476 "," -49.295 "," -3.625 "
3.04.05.01," Tributos Federais "," "," "," "
3.04.05.02," Outras Despesas "," -12.476 "," -49.295 "," -3.625 "
3.04.06," Resultado de Equivalência Patrimonial "," -1.405 "," -1.344 "," -267 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," -15.481 "," -22.996 "," -10.471 "
3.06," Resultado Financeiro "," -17.126 "," -36.871 "," -33 "
3.06.01," Receitas Financeiras "," 13986 "," 1615 "," 1629 "
3.06.02," Despesas Financeiras "," -31.112 "," -38.486 "," -1.662 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -32.607 "," -59.867 "," -10.504 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -5.575 "," -6.887 "," 1071 "
3.08.01," Corrente "," -8.278 "," -9.877 "," -322 "
3.08.02," Diferido "," 2703 "," 2990 "," 1393 "
3.09," Resultado Líquido das Operações Continuadas "," -38.182 "," -66.754 "," -9.433 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," -38.182 "," -66.754 "," -9.433 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," -36.857 "," -66.858 "," -9.175 "
3.11.02," Atribuído a Sócios Não Controladores "," -1.325 "," 98 "," -258 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.00000 "," -20,62000 "," -6,77000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
