Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 145117126 "," 129180974 "," 128656222 "
3.01.01," Receita Bruta de Serviços prestados "," 178235381 "," 151931237 "," 150718305 "
3.01.02," (-) Impostos e Contribuições sobre serviços prestados "," -33118255 "," -22750263 "," -22062083 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -105120851 "," -90170599 "," -98008300 "
3.03," Resultado Bruto "," 39996275 "," 39010375 "," 30647922 "
3.04," Despesas/Receitas Operacionais "," -21029230 "," -18094398 "," -20508206 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -19428969 "," -16640528 "," -19042615 "
3.04.02.01," Despesas com Pessoal "," -12107009 "," -9883623 "," -8918896 "
3.04.02.02," Despesas Gerais e Administrativas "," -3508990 "," -4305030 "," -8587153 "
3.04.02.03," Despesas de Serviços Prestados "," -3812970 "," -2451875 "," -1536566 "
3.04.02.04," Outras Despesas não Operacionais "," "," "," "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," -1682417 "," -1472369 "," -1557476 "
3.04.03.01," Depreciação e Amortização "," -1682417 "," -1472369 "," -1557476 "
3.04.04," Outras Receitas Operacionais "," 104251 "," 132214 "," 94661 "
3.04.04.01," Outras Receitas Operacionais "," 104251 "," 132214 "," 94661 "
3.04.05," Outras Despesas Operacionais "," -22095 "," -113715 "," -2776 "
3.04.05.01," Outras Despesas Operacionais "," -22095 "," -113715 "," -2776 "
3.04.05.02," Contingencia "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 18967045 "," 20915977 "," 10139716 "
3.06," Resultado Financeiro "," -3561453 "," -3632790 "," -4802441 "
3.06.01," Receitas Financeiras "," 1318967 "," 1524959 "," 1794033 "
3.06.02," Despesas Financeiras "," -4880420 "," -5157749 "," -6596474 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 15405592 "," 17283187 "," 5337275 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -4699317 "," -7214929 "," -3136393 "
3.08.01," Corrente "," -5996212 "," -7214929 "," -3136393 "
3.08.02," Diferido "," 1296895 "," 0 "," 0 "
3.09," Resultado Líquido das Operações Continuadas "," 10706275 "," 10068258 "," 2200882 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 10706275 "," 10068258 "," 2200882 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 10706275 "," 10068258 "," 2200882 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 12.43000 "," 11.69000 "," 2.55000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 12.43000 "," 11.69000 "," 2.55000 "
