Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 15610686 "," 11297925 "," 11198611 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -11647312 "," -8829725 "," -8870541 "
3.02.01," Energia eletrica camprada para revenda "," "," "," "
3.02.02," Encargo de uso do sistema de transmissão e distribuilção "," "," "," "
3.02.03," Pessoal "," "," "," "
3.02.04," Material "," "," "," "
3.02.05," Serviços de terceiro "," "," "," "
3.02.06," Depreciação e amortização "," "," "," "
3.02.07," Arrendamento e aluguéis "," "," "," "
3.02.08," Seguros "," "," "," "
3.02.09," Tributos "," "," "," "
3.02.10," (-) Recuperação de despesas "," "," "," "
3.02.11," Subvenção CCC "," "," "," "
3.02.12," Custo de construção "," "," "," "
3.02.13," Materia-prima e insumos p/ prod energia eletrica "," "," "," "
3.02.14," Provisão para contingências "," "," "," "
3.02.15," Outros "," "," "," "
3.03," Resultado Bruto "," 3963374 "," 2468200 "," 2328070 "
3.04," Despesas/Receitas Operacionais "," -779772 "," -637928 "," -665343 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -617665 "," -587020 "," -611776 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 90931 "," 53203 "," 79855 "
3.04.05," Outras Despesas Operacionais "," -253038 "," -104111 "," -133422 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.04.06.01," Amortização do Agio "," "," "," "
3.04.06.02," Equivalencia patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 3183602 "," 1830272 "," 1662727 "
3.06," Resultado Financeiro "," -542345 "," -223265 "," -414696 "
3.06.01," Receitas Financeiras "," 914004 "," 397556 "," 438597 "
3.06.02," Despesas Financeiras "," -1456349 "," -620821 "," -853293 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 2641257 "," 1607007 "," 1248031 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -601535 "," -379156 "," -263596 "
3.08.01," Corrente "," -452880 "," -209923 "," -296006 "
3.08.02," Diferido "," -148655 "," -169233 "," 32410 "
3.09," Resultado Líquido das Operações Continuadas "," 2039722 "," 1227851 "," 984435 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 2039722 "," 1227851 "," 984435 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 1518709 "," 909867 "," 711504 "
3.11.02," Atribuído a Sócios Não Controladores "," 521013 "," 317984 "," 272931 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.72000 "," 0.43000 "," 0.35000 "
3.99.01.02," PN "," "," "," "
3.99.02," Lucro Diluído por Ação "," "," "," "
