Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01.01," Ganhos não realizados "," 412121 "," 48360 "," 0 "
3.01.02," Reversão de ganhos não realizados "," "," "," "
3.01.03," Ganhos realizados "," 110720 "," 0 "," 0 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," "," "," "
3.03," Resultado Bruto "," 522841 "," 48360 "," 0 "
3.04," Despesas/Receitas Operacionais "," -60009 "," -9850 "," 0 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -6427 "," -8574 "," 0 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," -53582 "," -1276 "," 0 "
3.04.05.01," Taxa de gestão "," -5733 "," -1276 "," 0 "
3.04.05.02," Taxa de performace "," -47849 "," 0 "," 0 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 462832 "," 38510 "," 0 "
3.06," Resultado Financeiro "," -5326 "," -1049 "," 0 "
3.06.01," Receitas Financeiras "," 321 "," 290 "," 0 "
3.06.02," Despesas Financeiras "," -5647 "," -1339 "," 0 "
3.06.02.01," Despesas financeiras "," -5636 "," -1341 "," 0 "
3.06.02.02," Outros resultados financeiros "," -11 "," 2 "," 0 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 457506 "," 37461 "," 0 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," "," "," "
3.08.01," Corrente "," "," "," "
3.08.02," Diferido "," "," "," "
3.09," Resultado Líquido das Operações Continuadas "," 457506 "," 37461 "," 0 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 457506 "," 37461 "," 0 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.02," Lucro Diluído por Ação "," "," "," "
