Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
1," Ativo Total "," 85800000 "," 66297000 "
1.01," Ativo Circulante "," 21780000 "," 14977000 "
1.01.01," Caixa e Equivalentes de Caixa "," 5545000 "," 5060000 "
1.01.02," Aplicações Financeiras "," 72000 "," 16000 "
1.01.02.01," Aplicações Financeiras Avaliadas a Valor Justo através do Resultado "," 72000 "," 16000 "
1.01.02.01.01," Títulos para Negociação "," "," "
1.01.02.01.02," Títulos Designados a Valor Justo "," 72000 "," 16000 "
1.01.02.02," Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes "," "," "
1.01.02.03," Aplicações Financeiras Avaliadas ao Custo Amortizado "," "," "
1.01.03," Contas a Receber "," 8626000 "," 6187000 "
1.01.03.01," Clientes "," 8626000 "," 6187000 "
1.01.03.01.01," Contas a receber de clientes e outros "," 8626000 "," 6187000 "
1.01.03.02," Outras Contas a Receber "," "," "
1.01.04," Estoques "," "," "
1.01.05," Ativos Biológicos "," "," "
1.01.06," Tributos a Recuperar "," 2933000 "," 2264000 "
1.01.06.01," Tributos Correntes a Recuperar "," 2933000 "," 2264000 "
1.01.06.01.01," Tributos sobre o lucro "," 848000 "," 635000 "
1.01.06.01.02," Outros tributos a recuperar "," 2085000 "," 1629000 "
1.01.07," Despesas Antecipadas "," "," "
1.01.08," Outros Ativos Circulantes "," 4604000 "," 1450000 "
1.01.08.01," Ativos Não-Correntes a Venda "," "," "
1.01.08.02," Ativos de Operações Descontinuadas "," "," "
1.01.08.03," Outros "," 4604000 "," 1450000 "
1.01.08.03.01," Fundos vinculados "," "," "
1.01.08.03.02," Outros ativos circulantes "," 871000 "," 487000 "
1.01.08.03.03," Benefícios pós-emprego e outros benefícios "," "," "
1.01.08.03.04," Serviços em curso "," "," "
1.01.08.03.05," Concessão de Serviço público (Ativo financeiro) "," "," "
1.01.08.03.06," Dividendos e juros sobre capital próprio "," 25000 "," 16000 "
1.01.08.03.07," Ativo financeiro setorial (Parcela A e outros) "," 1681000 "," 92000 "
