Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 2184137 "," 1368190 "," 386486 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -2139236 "," -1302425 "," -371083 "
3.03," Resultado Bruto "," 44901 "," 65765 "," 15403 "
3.04," Despesas/Receitas Operacionais "," -18887 "," -18284 "," -5113 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -18887 "," -18284 "," -5113 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 26014 "," 47481 "," 10290 "
3.06," Resultado Financeiro "," -11061 "," -13882 "," -4306 "
3.06.01," Receitas Financeiras "," 673 "," 426 "," 696 "
3.06.02," Despesas Financeiras "," -11734 "," -14308 "," -5002 "
3.06.02.01," Resultado de variação cambial líquida "," 1609 "," -7760 "," -2035 "
3.06.02.02," Despesas financeiras "," -13343 "," -6548 "," -2967 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 14953 "," 33599 "," 5984 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -5832 "," -10422 "," -3884 "
3.08.01," Corrente "," -11743 "," -19285 "," -16 "
3.08.02," Diferido "," 5911 "," 8863 "," -3868 "
3.09," Resultado Líquido das Operações Continuadas "," 9121 "," 23177 "," 2100 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 9121 "," 23177 "," 2100 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 9121 "," 23177 "," 2100 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.10000 "," 0.26000 "," 0.02000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.10000 "," 0.26000 "," 0.02000 "
