Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 1774394 "," 994701 "," 797719 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -1404965 "," -778797 "," -651546 "
3.03," Resultado Bruto "," 369429 "," 215904 "," 146173 "
3.04," Despesas/Receitas Operacionais "," -115356 "," -39885 "," -96482 "
3.04.01," Despesas com Vendas "," -91319 "," -71722 "," -60875 "
3.04.02," Despesas Gerais e Administrativas "," -68422 "," -67636 "," -56531 "
3.04.02.01," Gerais e Administrativas "," -51443 "," -55128 "," -44810 "
3.04.02.02," Honorários dos Administradores "," -16979 "," -12508 "," -11721 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 28595 "," 91334 "," 12760 "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," 15790 "," 8139 "," 8164 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 254073 "," 176019 "," 49691 "
3.06," Resultado Financeiro "," -18932 "," -4980 "," -32671 "
3.06.01," Receitas Financeiras "," 0 "," 0 "," 8400 "
3.06.02," Despesas Financeiras "," -18932 "," -4980 "," -41071 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 235141 "," 171039 "," 17020 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -5456 "," -27152 "," 5069 "
3.08.01," Corrente "," -5456 "," -27152 "," -20752 "
3.08.02," Diferido "," 0 "," 0 "," 25821 "
3.09," Resultado Líquido das Operações Continuadas "," 229685 "," 143887 "," 22089 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 229685 "," 143887 "," 22089 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 191847 "," 119222 "," 24944 "
3.11.02," Atribuído a Sócios Não Controladores "," 37838 "," 24665 "," -2855 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.02," Lucro Diluído por Ação "," "," "," "
