Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 940667 "," 732828 "," 769468 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -602601 "," -440872 "," -409204 "
3.03," Resultado Bruto "," 338066 "," 291956 "," 360264 "
3.04," Despesas/Receitas Operacionais "," -226022 "," -203436 "," -194860 "
3.04.01," Despesas com Vendas "," -169682 "," -147045 "," -147178 "
3.04.02," Despesas Gerais e Administrativas "," -55408 "," -47573 "," -45677 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," -932 "," -8818 "," -2005 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 112044 "," 88520 "," 165404 "
3.06," Resultado Financeiro "," -12238 "," -3525 "," 16190 "
3.06.01," Receitas Financeiras "," 23695 "," 33610 "," 48557 "
3.06.02," Despesas Financeiras "," -35933 "," -37135 "," -32367 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 99806 "," 84995 "," 181594 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -28449 "," -24158 "," -42647 "
3.08.01," Corrente "," -24190 "," -24372 "," -39476 "
3.08.02," Diferido "," -4259 "," 214 "," -3171 "
3.09," Resultado Líquido das Operações Continuadas "," 71357 "," 60837 "," 138947 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 71357 "," 60837 "," 138947 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 71.36000 "," 60.84000 "," 138.95000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
