Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 241018 "," 205488 "," 195410 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -185071 "," -179374 "," -178421 "
3.03," Resultado Bruto "," 55947 "," 26114 "," 16989 "
3.04," Despesas/Receitas Operacionais "," 25784 "," 3628 "," -8262 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -9700 "," -4561 "," -8548 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 35484 "," 8189 "," 286 "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 81731 "," 29742 "," 8727 "
3.06," Resultado Financeiro "," -157792 "," -114210 "," -112689 "
3.06.01," Receitas Financeiras "," 1068 "," 1395 "," 864 "
3.06.02," Despesas Financeiras "," -158860 "," -115605 "," -113553 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -76061 "," -84468 "," -103962 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," "," "," "
3.08.01," Corrente "," "," "," "
3.08.02," Diferido "," "," "," "
3.09," Resultado Líquido das Operações Continuadas "," -76061 "," -84468 "," -103962 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," -76061 "," -84468 "," -103962 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," -2.91000 "," -3.23000 "," -3.97000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
