Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 48745350 "," 117749170 "," 131420407 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -48355927 "," -105164645 "," -110558227 "
3.03," Resultado Bruto "," 389423 "," 12584525 "," 20862180 "
3.04," Despesas/Receitas Operacionais "," -2806703 "," -19786280 "," -21812280 "
3.04.01," Despesas com Vendas "," -4226447 "," -7761184 "," -6913443 "
3.04.02," Despesas Gerais e Administrativas "," -13756479 "," -13531834 "," -13883711 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 16873510 "," 5348875 "," 871199 "
3.04.05," Outras Despesas Operacionais "," -1697287 "," -3842137 "," -1886325 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," -2417280 "," -7201755 "," -950100 "
3.06," Resultado Financeiro "," -1430442 "," -22475917 "," -15516816 "
3.06.01," Receitas Financeiras "," 20790021 "," 864529 "," 339132 "
3.06.02," Despesas Financeiras "," -22220463 "," -23340446 "," -15855948 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -3847722 "," -29677672 "," -16466916 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -5167527 "," -195117 "," -212421 "
3.08.01," Corrente "," -7302256 "," 0 "," 0 "
3.08.02," Diferido "," 2134729 "," -195117 "," -212421 "
3.09," Resultado Líquido das Operações Continuadas "," -9015249 "," -29872789 "," -16679337 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," -9015249 "," -29872789 "," -16679337 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," -37.35436 "," -123.77680 "," -69.11022 "
3.99.01.02," PN "," -37.27747 "," -123.77680 "," -69.11022 "
3.99.02," Lucro Diluído por Ação "," "," "," "
