Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 2935718 "," 1347804 "," 1026935 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -185306 "," -75012 "," -55809 "
3.03," Resultado Bruto "," 2750412 "," 1272792 "," 971126 "
3.04," Despesas/Receitas Operacionais "," -1796168 "," -1055219 "," -694606 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -1796168 "," -1055219 "," -694606 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 954244 "," 217573 "," 276520 "
3.06," Resultado Financeiro "," -31691 "," -11585 "," -38513 "
3.06.01," Receitas Financeiras "," 1378 "," 0 "," 4045 "
3.06.02," Despesas Financeiras "," -33069 "," -11585 "," -42558 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 922553 "," 205988 "," 238007 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -289668 "," -37629 "," -87188 "
3.08.01," Corrente "," -289668 "," -37629 "," -87188 "
3.08.02," Diferido "," "," "," "
3.09," Resultado Líquido das Operações Continuadas "," 632885 "," 168359 "," 150819 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 632885 "," 168359 "," 150819 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," "," "," "
3.99.02," Lucro Diluído por Ação "," "," "," "
