Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 7614 "," 10428 "," 19792 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -8043 "," -9691 "," -12788 "
3.03," Resultado Bruto "," -429 "," 737 "," 7004 "
3.04," Despesas/Receitas Operacionais "," -3558 "," -5475 "," -7870 "
3.04.01," Despesas com Vendas "," -63 "," -218 "," -504 "
3.04.02," Despesas Gerais e Administrativas "," -2402 "," -5179 "," -7481 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 0 "," 303 "," 264 "
3.04.05," Outras Despesas Operacionais "," -1093 "," -381 "," -149 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," -3987 "," -4738 "," -866 "
3.06," Resultado Financeiro "," -1455 "," -1556 "," -1594 "
3.06.01," Receitas Financeiras "," -1455 "," -1556 "," -1594 "
3.06.02," Despesas Financeiras "," "," "," "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -5442 "," -6294 "," -2460 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," "," "," "
3.08.01," Corrente "," "," "," "
3.08.02," Diferido "," "," "," "
3.09," Resultado Líquido das Operações Continuadas "," -5442 "," -6294 "," -2460 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," -5442 "," -6294 "," -2460 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.02," Lucro Diluído por Ação "," "," "," "
