Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receitas da Intermediação Financeira "," 1686 "," 570 "," 2100 "
3.01.01," Operações de Crédiito "," 1396 "," 349 "," 785 "
3.01.02," Resultado de Operç. Com Títul.e Val. Mobiliários "," 290 "," 221 "," 1315 "
3.02," Despesas da Intermediação Financeira "," 0 "," -17 "," -12 "
3.02.01," Operações de Captação no Mercado "," "," "," "
3.02.02," Provisão para Créditos de Liq. Duvidosa "," 0 "," -17 "," -12 "
3.03," Resultado Bruto Intermediação Financeira "," 1686 "," 553 "," 2088 "
3.04," Outras Despesas/Receitas Operacionais "," -2871 "," -2642 "," -2607 "
3.04.01," Receitas de Prestação de Serviços "," 0 "," 2 "," 10 "
3.04.02," Despesas de Pessoal "," -1478 "," -1448 "," -1487 "
3.04.03," Outras Despesas Administrativas "," -1304 "," -1164 "," -1075 "
3.04.04," Despesas Tributárias "," -106 "," -50 "," -101 "
3.04.05," Outras Receitas Operacionais "," 17 "," 18 "," 46 "
3.04.06," Outras Despesas Operacionais "," "," "," "
3.04.07," Resultado da Equivalência Patrimonial "," "," "," "
3.05," Resultado Operacional "," -1185 "," -2089 "," -519 "
3.06," Resultado Não Operacional "," 42 "," 1 "," 0 "
3.06.01," Receitas "," 42 "," 1 "," 0 "
3.06.02," Despesas "," "," "," "
3.07," Resultado Antes Tributação/Participações "," -1143 "," -2088 "," -519 "
3.08," Provisão para IR e Contribuição Social "," 0 "," 0 "," -108 "
3.09," IR Diferido "," "," "," "
3.10," Participações/Contribuições Estatutárias "," "," "," "
3.10.01," Participações "," "," "," "
3.10.02," Contribuições "," "," "," "
3.11," Reversão dos Juros sobre Capital Próprio "," "," "," "
3.13," Lucro/Prejuízo do Período "," -1143 "," -2088 "," -627 "
3.99," Lucro por Ação - (R$ / Ação) "," -1.25085 "," -2.28505 "," -0.68669 "
