Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receitas da Intermediação Financeira "," 48404 "," 57301 "," 100019 "
3.01.01," Operações de Crédito "," 45896 "," 53883 "," 70832 "
3.01.02," Resultado de Operações com Títulos e Valores Mobiliários "," 2508 "," 3418 "," 6944 "
3.01.03," Operações de Venda ou de Transferência de Ativos Financeiros "," 0 "," 0 "," 22243 "
3.02," Despesas da Intermediação Financeira "," -10596 "," -11964 "," -25229 "
3.02.01," Operações de Captação no Mercado "," -1479 "," -2153 "," -9447 "
3.02.02," Operações de Venda ou de Transferência de Ativos Financeiros "," -252 "," -1125 "," -4163 "
3.02.03," Provisão para Créditos de Liquidação Duvidosa "," -8865 "," -8686 "," -11619 "
3.03," Resultado Bruto Intermediação Financeira "," 37808 "," 45337 "," 74790 "
3.04," Outras Despesas/Receitas Operacionais "," -29656 "," -32603 "," -47988 "
3.04.01," Receitas de Prestação de Serviços "," 4 "," 7 "," 6 "
3.04.02," Despesas de Pessoal "," -7105 "," -6201 "," -7223 "
3.04.03," Outras Despesas Administrativas "," -15037 "," -15523 "," -30851 "
3.04.04," Despesas Tributárias "," -4961 "," -2519 "," -4181 "
3.04.05," Outras Receitas Operacionais "," 7909 "," 1427 "," 3226 "
3.04.06," Outras Despesas Operacionais "," -10333 "," -10342 "," -9046 "
3.04.07," Resultado da Equivalência Patrimonial "," -133 "," 548 "," 81 "
3.05," Resultado Operacional "," 8152 "," 12734 "," 26802 "
3.06," Resultado Não Operacional "," -46 "," 7 "," 1224 "
3.06.01," Receitas "," 3 "," 7 "," 1234 "
3.06.02," Despesas "," -49 "," 0 "," -10 "
3.07," Resultado Antes Tributação/Participações "," 8106 "," 12741 "," 28026 "
3.08," Provisão para IR e Contribuição Social "," 5104 "," -3186 "," -8570 "
3.08.01," Provisão para Imposto de Renda "," 3176 "," -1199 "," -3039 "
3.08.02," Provisão para Contribuição Social "," 1749 "," -674 "," -1774 "
3.08.03," Ativo Fiscal Diferido "," 179 "," -1313 "," -3757 "
3.09," IR Diferido "," "," "," "
3.10," Participações/Contribuições Estatutárias "," 0 "," -800 "," -1465 "
3.10.01," Participações "," 0 "," -800 "," -1465 "
3.10.01.01," Administradores "," 0 "," -800 "," -1465 "
3.10.02," Contribuições "," "," "," "
3.11," Reversão dos Juros sobre Capital Próprio "," "," "," "
3.13," Lucro/Prejuízo do Período "," 13210 "," 8755 "," 17991 "
3.99," Lucro por Ação - (R$ / Ação) "," 0.73350 "," 0.48610 "," 0.99890 "
