Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
1," Ativo Total "," 10677000 "," 9278000 "
1.01," Ativo Circulante "," 3599000 "," 3156000 "
1.01.01," Caixa e Equivalentes de Caixa "," 624000 "," 912000 "
1.01.02," Aplicações Financeiras "," 12000 "," 8000 "
1.01.02.01," Aplicações Financeiras Avaliadas a Valor Justo através do Resultado "," 12000 "," 8000 "
1.01.02.01.01," Títulos para Negociação "," "," "
1.01.02.01.02," Títulos Designados a Valor Justo "," 12000 "," 8000 "
1.01.02.02," Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes "," "," "
1.01.02.03," Aplicações Financeiras Avaliadas ao Custo Amortizado "," "," "
1.01.02.03.01," Títulos e Valores Mobiliários "," "," "
1.01.03," Contas a Receber "," 2109000 "," 1797000 "
1.01.03.01," Clientes "," 2109000 "," 1797000 "
1.01.03.01.01," Contas a Receber de Clientes e Outros "," 2109000 "," 1797000 "
1.01.03.02," Outras Contas a Receber "," "," "
1.01.04," Estoques "," "," "
1.01.05," Ativos Biológicos "," "," "
1.01.06," Tributos a Recuperar "," 136000 "," 110000 "
1.01.06.01," Tributos Correntes a Recuperar "," 136000 "," 110000 "
1.01.06.01.01," Tributos Sobre o Lucro a Recuperar "," 62000 "," 59000 "
1.01.06.01.02," Outros Tributos a Recuperar "," 74000 "," 51000 "
1.01.07," Despesas Antecipadas "," "," "
1.01.08," Outros Ativos Circulantes "," 718000 "," 329000 "
1.01.08.01," Ativos Não-Correntes a Venda "," "," "
1.01.08.02," Ativos de Operações Descontinuadas "," "," "
1.01.08.03," Outros "," 718000 "," 329000 "
1.01.08.03.01," Instrumentos Financeiros Derivativos "," 266000 "," 214000 "
1.01.08.03.02," Dividendos e Juros sobre Capital Próprio a Receber "," "," "
1.01.08.03.03," Ativo Financeiro Setorial (Parcela A e Outros) "," 316000 "," 0 "
1.01.08.03.04," Concessão do Serviço Público (Ativo Contratual) "," "," "
1.01.08.03.05," Outros Ativos Circulantes "," 136000 "," 115000 "
1.02," Ativo Não Circulante "," 7078000 "," 6122000 "
1.02.01," Ativo Realizável a Longo Prazo "," 5517000 "," 4518000 "
1.02.01.01," Aplicações Financeiras Avaliadas a Valor Justo através do Resultado "," "," "
1.02.01.01.01," Títulos Designados a Valor Justo "," "," "
1.02.01.02," Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes "," "," "
1.02.01.03," Aplicações Financeiras Avaliadas ao Custo Amortizado "," "," "
1.02.01.03.01," Títulos e Valores Mobiliários "," "," "
1.02.01.04," Contas a Receber "," 51000 "," 32000 "
1.02.01.04.01," Contas a Receber de Clientes e Outros "," 51000 "," 32000 "
1.02.01.04.02," Outras Contas a Receber "," "," "
1.02.01.05," Estoques "," "," "
1.02.01.06," Ativos Biológicos "," "," "
1.02.01.07," Tributos Diferidos "," 148000 "," 337000 "
1.02.01.07.01," Tributos Sobre o Lucro Diferidos "," 148000 "," 337000 "
1.02.01.08," Despesas Antecipadas "," "," "
1.02.01.09," Créditos com Partes Relacionadas "," "," "
1.02.01.09.01," Créditos com Coligadas "," "," "
1.02.01.09.02," Créditos com Controladas "," "," "
1.02.01.09.03," Créditos com Controladores "," "," "
1.02.01.09.04," Créditos com Outras Partes Relacionadas "," "," "
1.02.01.10," Outros Ativos Não Circulantes "," 5318000 "," 4149000 "
1.02.01.10.01," Ativos Não-Correntes a Venda "," "," "
1.02.01.10.02," Ativos de Operações Descontinuadas "," "," "
1.02.01.10.03," Instrumentos Financeiros Derivativos "," 397000 "," 616000 "
1.02.01.10.04," Outros Tributos a Recuperar "," 601000 "," 70000 "
1.02.01.10.05," Dividendos a Receber e JSCP "," "," "
1.02.01.10.06," Depósitos Judiciais "," 39000 "," 87000 "
1.02.01.10.07," Ativo Financeiro Setorial (Parcela A e Outros) "," 177000 "," 0 "
1.02.01.10.08," Concessão do Serviço Público (Ativo Financeiro) "," 3488000 "," 2773000 "
1.02.01.10.09," Concessão do Serviço Público (Ativo Contratual) "," 573000 "," 560000 "
1.02.01.10.10," Outros Ativos Não Circulantes "," 43000 "," 43000 "
1.02.02," Investimentos "," "," "
1.02.02.01," Participações Societárias "," "," "
1.02.02.01.01," Participações em Coligadas "," "," "
1.02.02.01.02," Participações em Controladas "," "," "
1.02.02.01.03," Participações em Controladas em Conjunto "," "," "
1.02.02.01.04," Outros Investimentos "," "," "
1.02.02.02," Propriedades para Investimento "," "," "
1.02.03," Imobilizado "," 23000 "," 23000 "
1.02.03.01," Imobilizado em Operação "," "," "
1.02.03.02," Direito de Uso em Arrendamento "," 23000 "," 23000 "
1.02.03.02.01," Direito de Uso "," 23000 "," 23000 "
1.02.03.03," Imobilizado em Andamento "," "," "
1.02.04," Intangível "," 1538000 "," 1581000 "
1.02.04.01," Intangíveis "," 1538000 "," 1581000 "
1.02.04.01.01," Contrato de Concessão "," "," "
1.02.04.01.02," Outros Intangíveis "," 1538000 "," 1581000 "
