Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2," Passivo Total "," 2045146 "," 1537691 "
2.01," Passivo Circulante "," 606778 "," 483484 "
2.01.01," Obrigações Sociais e Trabalhistas "," 76224 "," 55642 "
2.01.01.01," Obrigações Sociais "," "," "
2.01.01.02," Obrigações Trabalhistas "," 76224 "," 55642 "
2.01.02," Fornecedores "," 157296 "," 117815 "
2.01.02.01," Fornecedores Nacionais "," 157296 "," 117815 "
2.01.02.02," Fornecedores Estrangeiros "," "," "
2.01.03," Obrigações Fiscais "," 46373 "," 46080 "
2.01.03.01," Obrigações Fiscais Federais "," 25080 "," 29885 "
2.01.03.01.01," Imposto de Renda e Contribuição Social a Pagar "," 17561 "," 23843 "
2.01.03.01.02," Parcelamento de tributos federais "," 7519 "," 6042 "
2.01.03.02," Obrigações Fiscais Estaduais "," 6759 "," 4972 "
2.01.03.03," Obrigações Fiscais Municipais "," 14534 "," 11223 "
2.01.04," Empréstimos e Financiamentos "," 209333 "," 86179 "
2.01.04.01," Empréstimos e Financiamentos "," 195355 "," 66694 "
2.01.04.01.01," Em Moeda Nacional "," 195355 "," 66694 "
2.01.04.01.02," Em Moeda Estrangeira "," "," "
2.01.04.02," Debêntures "," "," "
2.01.04.03," Financiamento por Arrendamento "," 13978 "," 19485 "
2.01.05," Outras Obrigações "," 96448 "," 156296 "
2.01.05.01," Passivos com Partes Relacionadas "," "," "
2.01.05.01.01," Débitos com Coligadas "," "," "
2.01.05.01.03," Débitos com Controladores "," "," "
2.01.05.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.01.05.02," Outros "," 96448 "," 156296 "
2.01.05.02.01," Dividendos e JCP a Pagar "," "," "
2.01.05.02.02," Dividendo Mínimo Obrigatório a Pagar "," 15417 "," 2803 "
2.01.05.02.03," Obrigações por Pagamentos Baseados em Ações "," "," "
2.01.05.02.04," Contas a pagar por aquisição "," 56614 "," 132807 "
2.01.05.02.05," Outras contas a pagar "," 24417 "," 20686 "
2.01.06," Provisões "," 21104 "," 21472 "
2.01.06.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," 21104 "," 21472 "
2.01.06.01.01," Provisões Fiscais "," "," "
2.01.06.01.02," Provisões Previdenciárias e Trabalhistas "," "," "
2.01.06.01.03," Provisões para Benefícios a Empregados "," "," "
2.01.06.01.04," Provisões Cíveis "," "," "
2.01.06.01.05," Provisão técnica de operações de assistência a saúde "," 21104 "," 21472 "
2.01.06.02," Outras Provisões "," "," "
2.01.06.02.01," Provisões para Garantias "," "," "
2.01.06.02.02," Provisões para Reestruturação "," "," "
2.01.06.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.01.07," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.01.07.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.01.07.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02," Passivo Não Circulante "," 822673 "," 523671 "
2.02.01," Empréstimos e Financiamentos "," 559679 "," 314149 "
2.02.01.01," Empréstimos e Financiamentos "," 162417 "," 240775 "
2.02.01.01.01," Em Moeda Nacional "," 162417 "," 240775 "
2.02.01.01.02," Em Moeda Estrangeira "," "," "
2.02.01.02," Debêntures "," 309564 "," 0 "
2.02.01.03," Financiamento por Arrendamento "," 87698 "," 73374 "
2.02.02," Outras Obrigações "," 175042 "," 99545 "
2.02.02.01," Passivos com Partes Relacionadas "," "," "
2.02.02.01.01," Débitos com Coligadas "," "," "
2.02.02.01.03," Débitos com Controladores "," "," "
2.02.02.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.02.02.02," Outros "," 175042 "," 99545 "
2.02.02.02.01," Obrigações por Pagamentos Baseados em Ações "," "," "
2.02.02.02.02," Adiantamento para Futuro Aumento de Capital "," "," "
2.02.02.02.03," Obrigações Trabalhistas e Tributárias "," 31962 "," 30106 "
2.02.02.02.04," Opção de venda "," 36710 "," 0 "
2.02.02.02.05," Contas a pagar por aquisição "," 95846 "," 55214 "
2.02.02.02.06," Fornecedores "," 10524 "," 14225 "
2.02.03," Tributos Diferidos "," 16310 "," 25425 "
2.02.03.01," Imposto de Renda e Contribuição Social Diferidos "," 16310 "," 25425 "
2.02.04," Provisões "," 71642 "," 84552 "
2.02.04.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," 50253 "," 63817 "
2.02.04.01.01," Provisões Fiscais "," "," "
2.02.04.01.02," Provisões Previdenciárias e Trabalhistas "," "," "
2.02.04.01.03," Provisões para Benefícios a Empregados "," "," "
2.02.04.01.04," Provisões Cíveis "," "," "
2.02.04.02," Outras Provisões "," 21389 "," 20735 "
2.02.04.02.01," Provisões para Garantias "," "," "
2.02.04.02.02," Provisões para Reestruturação "," "," "
2.02.04.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.02.04.02.04," Provisão técnica de operações de assistência a saúde "," 5463 "," 3816 "
2.02.04.02.05," Provisão para perda com investimentos "," "," "
2.02.04.02.06," Outras contas a pagar "," 15926 "," 16919 "
2.02.05," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.02.05.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.02.05.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02.06," Lucros e Receitas a Apropriar "," "," "
2.02.06.01," Lucros a Apropriar "," "," "
2.02.06.02," Receitas a Apropriar "," "," "
2.02.06.03," Subvenções de Investimento a Apropriar "," "," "
2.03," Patrimônio Líquido "," 615695 "," 530536 "
2.03.01," Capital Social Realizado "," 541974 "," 443068 "
2.03.01.01," Capital Social "," 541974 "," 493421 "
2.03.01.02," Capital Social a Integralizar "," 0 "," -50353 "
2.03.02," Reservas de Capital "," "," "
2.03.02.01," Ágio na Emissão de Ações "," "," "
2.03.02.02," Reserva Especial de Ágio na Incorporação "," "," "
2.03.02.03," Alienação de Bônus de Subscrição "," "," "
2.03.02.04," Opções Outorgadas "," "," "
2.03.02.05," Ações em Tesouraria "," "," "
2.03.02.06," Adiantamento para Futuro Aumento de Capital "," "," "
2.03.03," Reservas de Reavaliação "," "," "
2.03.04," Reservas de Lucros "," 54120 "," 11144 "
2.03.04.01," Reserva Legal "," 3564 "," 740 "
2.03.04.02," Reserva Estatutária "," 4802 "," 0 "
2.03.04.03," Reserva para Contingências "," "," "
2.03.04.04," Reserva de Lucros a Realizar "," 0 "," 10404 "
2.03.04.05," Reserva de Retenção de Lucros "," 45754 "," 0 "
2.03.04.06," Reserva Especial para Dividendos Não Distribuídos "," "," "
2.03.04.07," Reserva de Incentivos Fiscais "," "," "
2.03.04.08," Dividendo Adicional Proposto "," "," "
2.03.04.09," Ações em Tesouraria "," "," "
2.03.05," Lucros/Prejuízos Acumulados "," 0 "," -18338 "
2.03.06," Ajustes de Avaliação Patrimonial "," "," "
2.03.07," Ajustes Acumulados de Conversão "," "," "
2.03.08," Outros Resultados Abrangentes "," "," "
2.03.09," Participação dos Acionistas Não Controladores "," 19601 "," 94662 "
