Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
1," Ativo Total "," 44518812 "," 22606775 "
1.01," Ativo Circulante "," 21912888 "," 15779801 "
1.01.01," Caixa e Equivalentes de Caixa "," 2706888 "," 6634287 "
1.01.02," Aplicações Financeiras "," 4224180 "," 4411377 "
1.01.02.01," Aplicações Financeiras Avaliadas a Valor Justo através do Resultado "," 4224180 "," 4411377 "
1.01.02.01.01," Títulos para Negociação "," "," "
1.01.02.01.02," Títulos Designados a Valor Justo "," "," "
1.01.02.01.03," Títulos e valores mobiliários "," 4224180 "," 4411377 "
1.01.02.01.04," Outros ativos financeiros "," "," "
1.01.02.02," Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes "," "," "
1.01.02.03," Aplicações Financeiras Avaliadas ao Custo Amortizado "," "," "
1.01.03," Contas a Receber "," 7021579 "," 1838917 "
1.01.03.01," Clientes "," 7021579 "," 1838917 "
1.01.03.02," Outras Contas a Receber "," "," "
1.01.04," Estoques "," 5227990 "," 1701658 "
1.01.04.01," Estoques "," 5227990 "," 1701658 "
1.01.05," Ativos Biológicos "," "," "
1.01.06," Tributos a Recuperar "," 1458840 "," 685309 "
1.01.06.01," Tributos Correntes a Recuperar "," 1458840 "," 685309 "
1.01.06.01.01," Impostos a Recuperar "," 1458840 "," 685309 "
1.01.07," Despesas Antecipadas "," 80284 "," 32308 "
1.01.07.01," Despesas Antecipadas "," 80284 "," 32308 "
1.01.08," Outros Ativos Circulantes "," 1193127 "," 475945 "
1.01.08.01," Ativos Não-Correntes a Venda "," "," "
1.01.08.02," Ativos de Operações Descontinuadas "," "," "
1.01.08.03," Outros "," 1193127 "," 475945 "
1.01.08.03.01," Outros "," 1193127 "," 475945 "
1.02," Ativo Não Circulante "," 22605924 "," 6826974 "
1.02.01," Ativo Realizável a Longo Prazo "," 6402284 "," 2984999 "
1.02.01.01," Aplicações Financeiras Avaliadas a Valor Justo através do Resultado "," 73345 "," 80592 "
1.02.01.01.01," Títulos Designados a Valor Justo "," "," "
1.02.01.02," Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes "," "," "
1.02.01.03," Aplicações Financeiras Avaliadas ao Custo Amortizado "," "," "
1.02.01.03.01," Clientes "," "," "
1.02.01.03.02," Outras Contas a Receber "," "," "
1.02.01.04," Contas a Receber "," "," "
1.02.01.04.01," Clientes "," "," "
1.02.01.04.02," Outras Contas a Receber "," "," "
1.02.01.05," Estoques "," "," "
1.02.01.05.03," Depósitos Judiciais "," "," "
1.02.01.05.04," Impostos a recuperar "," "," "
1.02.01.05.05," Outros Ativos Não Circulantes "," "," "
1.02.01.06," Ativos Biológicos "," "," "
1.02.01.07," Tributos Diferidos "," 2008710 "," 1421617 "
1.02.01.07.01," Imposto de Renda e Contribuição Social Diferidos "," 2008710 "," 1421617 "
1.02.01.08," Despesas Antecipadas "," "," "
1.02.01.09," Créditos com Partes Relacionadas "," 7990 "," 0 "
1.02.01.09.01," Créditos com Coligadas "," "," "
1.02.01.09.03," Créditos com Controladores "," "," "
1.02.01.09.04," Créditos com Outras Partes Relacionadas "," "," "
1.02.01.09.05," Contas a receber de acionistas - Plano de subscrição de ações "," 7990 "," 0 "
1.02.01.10," Outros Ativos Não Circulantes "," 4312239 "," 1482790 "
1.02.01.10.01," Ativos Não-Correntes a Venda "," "," "
1.02.01.10.02," Ativos de Operações Descontinuadas "," "," "
1.02.01.10.03," Depósitos Judiciais "," 414404 "," 120755 "
1.02.01.10.04," Impostos a recuperar "," 3811455 "," 1293727 "
1.02.01.10.05," Outros Ativos Não Circulantes "," 86380 "," 68308 "
1.02.02," Investimentos "," 8558 "," 108847 "
1.02.02.01," Participações Societárias "," 8558 "," 108847 "
1.02.02.01.01," Participações em Coligadas "," 8558 "," 108847 "
1.02.02.01.04," Participações em Controladas em Conjunto "," "," "
1.02.02.01.05," Outros Investimentos "," "," "
1.02.02.02," Propriedades para Investimento "," "," "
1.02.03," Imobilizado "," 7825191 "," 639129 "
1.02.03.01," Imobilizado em Operação "," 4473081 "," 392497 "
1.02.03.02," Direito de Uso em Arrendamento "," 3352110 "," 246632 "
1.02.03.02.01," Ativo de Direito de Uso "," 3352110 "," 246632 "
1.02.03.03," Imobilizado em Andamento "," "," "
1.02.04," Intangível "," 8369891 "," 3093999 "
1.02.04.01," Intangíveis "," 8369891 "," 3093999 "
1.02.04.01.01," Contrato de Concessão "," "," "
1.02.04.02," Goodwill "," "," "
